workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
32375,189,2027-05-28,Push,16,183,10206.5,8.44
32376,189,2027-05-29,Pull,10,98,6163.0,8.65
32377,189,2027-05-30,Legs,10,99,4478.75,8.6
32378,189,2027-06-01,Push,10,82,4580.25,8.8
32379,189,2027-06-02,Pull,6,43,2477.75,9.2
32380,189,2027-06-04,Legs,6,51,2436.25,9.0
32381,189,2027-06-06,Push,10,101,5504.25,8.65
32382,189,2027-06-09,Pull,7,60,3652.0,8.67
32383,189,2027-06-10,Legs,8,71,3604.25,8.75
32384,189,2027-06-11,Push,6,53,3120.25,8.67
32385,189,2027-06-13,Pull,7,55,3642.75,8.43
32386,189,2027-06-17,Legs,7,58,3041.0,8.58
32387,189,2027-06-18,Push,10,93,5140.75,8.45
32388,189,2027-06-19,Pull,5,51,2956.0,8.3
32389,189,2027-06-21,Legs,8,42,2113.5,9.19
32390,189,2027-06-24,Push,7,60,3381.5,8.5
32391,189,2027-06-26,Pull,11,132,6803.0,8.14
32392,189,2027-06-27,Legs,8,75,3812.0,8.43
32393,189,2027-07-01,Push,17,170,9997.25,8.5
32394,189,2027-07-02,Pull,5,50,2830.5,8.38
32395,189,2027-07-03,Legs,6,46,2586.0,8.58
32396,189,2027-07-04,Push,8,80,4616.75,8.5
32397,189,2027-07-07,Pull,6,71,4351.25,8.17
32399,189,2027-07-09,Push,9,95,5556.25,8.5
32400,189,2027-07-10,Pull,7,70,4142.5,8.33
32401,189,2027-07-11,Legs,6,51,2570.75,8.58
32402,189,2027-07-14,Push,9,101,5942.5,8.56
32403,189,2027-07-15,Pull,5,53,3309.0,8.5
32404,189,2027-07-16,Legs,5,43,2302.0,8.7
32405,189,2027-07-18,Push,8,78,4727.5,8.5
32407,189,2027-07-22,Legs,8,63,2852.75,8.69
32408,189,2027-07-23,Push,7,68,3835.0,8.86
32409,189,2027-07-24,Pull,11,124,8247.75,8.55
32410,189,2027-07-28,Legs,9,66,2962.5,8.94
32412,189,2027-07-30,Pull,9,94,5881.75,8.22
32413,189,2027-07-31,Legs,10,103,5041.25,8.65
32414,189,2027-08-01,Push,13,126,7285.25,8.58
32415,189,2027-08-04,Pull,6,73,4790.25,8.25
32416,189,2027-08-06,Legs,9,46,2305.5,9.22
32417,189,2027-08-07,Push,8,81,4699.5,8.69
32418,189,2027-08-11,Pull,8,100,4403.0,8.38
32419,189,2027-08-12,Legs,6,53,2733.5,8.42
32420,189,2027-08-13,Push,7,77,3591.5,8.36
32422,189,2027-08-15,Legs,5,43,2237.25,8.6
32423,189,2027-08-18,Push,16,141,8992.25,8.88
32424,189,2027-08-19,Pull,9,88,5425.0,8.78
32425,189,2027-08-21,Legs,9,73,3832.0,8.67
32426,189,2027-08-22,Push,9,68,4189.25,8.61
32427,189,2027-08-25,Pull,5,48,3291.25,8.8
32428,189,2027-08-26,Legs,9,72,3720.5,8.78
32429,189,2027-08-27,Push,9,69,4073.5,8.67
32430,189,2027-08-28,Pull,10,121,7286.75,8.72
32431,189,2027-08-29,Legs,7,60,2926.75,8.79
32432,189,2027-09-01,Push,10,112,6232.0,8.6
32433,189,2027-09-02,Pull,5,55,3146.25,8.6
32434,189,2027-09-03,Legs,7,47,2515.75,9.0
32435,189,2027-09-04,Push,9,69,4224.5,8.83
32436,189,2027-09-06,Pull,6,51,3494.0,8.75
32437,189,2027-09-09,Legs,7,66,2572.0,8.86
32438,189,2027-09-10,Push,13,124,7032.75,8.54
32439,189,2027-09-12,Pull,5,62,3687.75,8.2
32440,189,2027-09-13,Legs,8,71,3241.25,8.12
32441,189,2027-09-15,Push,8,87,5301.5,8.38
32442,189,2027-09-17,Pull,6,68,4489.5,8.5
32443,189,2027-09-19,Legs,12,100,5322.0,8.71
32444,189,2027-09-23,Push,7,65,4223.75,8.67
32445,189,2027-09-24,Pull,8,84,4565.75,8.62
32446,189,2027-09-26,Legs,7,64,2818.5,8.42
32448,189,2027-09-30,Pull,5,34,1800.25,8.9
32449,189,2027-10-01,Legs,6,36,2033.5,9.5
32450,189,2027-10-02,Push,7,61,3881.75,8.71
32451,189,2027-10-03,Pull,9,88,6341.5,8.44
32452,189,2027-10-05,Legs,7,32,1826.25,8.86
32453,189,2027-10-07,Push,8,73,4645.0,8.69
32454,189,2027-10-08,Pull,5,55,3777.25,8.2
32455,189,2027-10-10,Legs,8,52,2793.5,8.94
32456,189,2027-10-12,Push,7,76,4414.75,8.64
32457,189,2027-10-14,Pull,6,63,4282.75,8.42
32458,189,2027-10-15,Legs,8,56,2811.0,8.88
32459,189,2027-10-17,Push,7,66,3853.0,8.79
32460,189,2027-10-20,Pull,7,93,5615.0,8.21
32461,189,2027-10-22,Legs,8,56,3329.5,8.81
32462,189,2027-10-23,Push,7,70,4250.25,8.71
32463,189,2027-10-25,Pull,6,55,3589.25,8.33
32464,189,2027-10-27,Legs,12,96,4674.5,8.75
32465,189,2027-10-28,Push,13,123,6623.0,8.35
32466,189,2027-10-29,Pull,8,90,6071.75,8.56
32467,189,2027-10-30,Legs,8,33,1910.25,9.0
32468,189,2027-11-01,Push,9,84,5252.75,8.67
32469,190,2026-07-15,Push,13,143,8440.75,8.23
32470,190,2026-07-16,Pull,5,51,2468.75,8.6
32471,190,2026-07-21,Legs,7,73,4210.0,8.29
32472,190,2026-07-22,Push,9,83,4634.25,8.39
32473,190,2026-07-26,Pull,4,46,2002.0,7.75
32474,190,2026-07-28,Legs,14,93,5294.75,8.5
32475,190,2026-07-29,Push,9,96,5074.25,8.0
32476,190,2026-07-30,Pull,6,56,2605.0,8.5
32477,190,2026-08-03,Legs,18,161,8947.75,8.36
32478,190,2026-08-05,Push,10,121,5438.75,8.1
32479,190,2026-08-06,Pull,10,75,3381.5,8.5
32481,190,2026-08-13,Push,14,120,6403.5,8.68
32482,190,2026-08-17,Pull,11,118,5192.25,8.32
32483,190,2026-08-18,Legs,18,129,7136.25,8.56
32484,190,2026-08-19,Push,10,82,4552.0,8.5
32485,190,2026-08-20,Pull,8,90,3558.5,8.25
32486,190,2026-08-24,Legs,12,111,6055.25,8.33
32487,190,2026-08-26,Push,6,55,3060.75,8.6
32489,190,2026-08-31,Legs,10,69,4290.0,8.9
32490,190,2026-09-02,Push,10,95,4857.0,8.1
32491,190,2026-09-04,Pull,6,71,2996.75,7.92
32492,190,2026-09-07,Legs,8,62,3469.25,8.44
32493,190,2026-09-09,Push,11,97,5380.75,8.6
32494,190,2026-09-14,Pull,7,75,3292.75,8.0
32495,190,2026-09-16,Legs,9,91,4848.0,7.83
32496,190,2026-09-17,Push,8,81,4233.25,8.56
32497,190,2026-09-21,Pull,8,72,3421.5,8.43
32498,190,2026-09-22,Legs,16,112,5936.5,8.62
32499,190,2026-09-24,Push,7,75,3686.0,8.43
32500,190,2026-09-28,Pull,6,68,2965.5,8.92
32501,190,2026-09-29,Legs,9,58,3451.5,9.11
32502,190,2026-10-01,Push,8,74,3801.5,8.06
32503,190,2026-10-02,Pull,6,52,2348.25,8.67
32504,190,2026-10-05,Legs,11,87,4718.25,8.45
32505,190,2026-10-06,Push,8,71,3741.0,8.07
32506,190,2026-10-07,Pull,6,62,2737.0,8.42
32507,190,2026-10-08,Legs,10,57,3378.0,8.65
32508,190,2026-10-12,Push,8,60,3434.25,8.75
32511,190,2026-10-16,Push,8,68,4008.0,8.0
32513,190,2026-10-20,Legs,19,127,7350.5,8.47
32514,190,2026-10-21,Push,14,159,8172.5,8.15
32515,190,2026-10-22,Pull,10,78,3616.75,8.56
32516,190,2026-10-26,Legs,16,113,6797.75,8.62
32517,190,2026-10-28,Push,16,192,8998.0,8.09
32518,190,2026-10-29,Pull,9,114,4490.5,7.67
32519,190,2026-11-02,Legs,10,102,5276.5,8.3
32520,190,2026-11-03,Push,6,51,2662.5,8.83
32521,190,2026-11-04,Pull,4,39,1730.75,8.5
32522,190,2026-11-09,Legs,14,80,4863.5,8.54
32523,190,2026-11-11,Push,5,53,2787.75,8.3
32524,190,2026-11-13,Pull,6,67,2863.25,8.5
32526,190,2026-11-16,Push,9,88,5023.75,8.61
32527,190,2026-11-18,Pull,6,69,2828.5,8.0
32528,190,2026-11-19,Legs,9,55,3471.75,8.44
32529,190,2026-11-23,Push,13,120,6478.5,8.54
32530,190,2026-11-24,Pull,8,73,3532.0,8.69
32531,190,2026-11-25,Legs,18,147,8661.5,8.47
32532,190,2026-11-26,Push,14,110,6257.75,8.89
32534,190,2026-12-01,Legs,16,80,4873.25,8.97
32535,190,2026-12-04,Push,14,146,7633.75,8.42
32537,190,2026-12-09,Legs,15,127,7436.0,8.57
32538,190,2026-12-10,Push,16,124,7430.75,8.47
32539,190,2026-12-13,Pull,7,67,2962.0,8.64
32540,190,2026-12-15,Legs,10,104,5782.75,8.35
32541,190,2026-12-16,Push,8,76,4530.0,8.56
32542,190,2026-12-17,Pull,7,78,3386.25,8.07
32543,190,2026-12-21,Legs,11,99,6005.25,8.32
32544,190,2026-12-22,Push,14,121,6482.75,8.54
32545,190,2026-12-24,Pull,9,96,4678.75,8.61
32546,190,2026-12-27,Legs,15,102,5932.5,8.87
32548,190,2026-12-31,Pull,6,61,2478.25,8.42
32549,190,2027-01-04,Legs,12,93,5862.75,8.88
32550,190,2027-01-05,Push,8,73,3922.75,8.56
32551,190,2027-01-06,Pull,8,91,3811.0,8.19
32552,190,2027-01-08,Legs,13,106,6455.0,8.42
32553,190,2027-01-11,Push,12,132,7271.5,8.33
32554,190,2027-01-13,Pull,7,90,3853.5,8.21
32555,190,2027-01-14,Legs,13,112,5531.75,8.19
32556,190,2027-01-18,Push,14,123,6909.5,8.58
32557,190,2027-01-20,Pull,9,101,4415.5,8.06
32558,190,2027-01-21,Legs,20,181,10719.5,8.45
32560,190,2027-01-27,Pull,10,106,4894.75,8.5
32561,190,2027-01-28,Legs,9,61,3945.0,8.44
32562,190,2027-02-01,Push,8,88,4049.5,8.31
32563,190,2027-02-03,Pull,5,38,1933.5,8.7
32564,190,2027-02-05,Legs,9,74,4364.25,8.61
32565,190,2027-02-07,Push,9,94,5425.0,8.33
32567,190,2027-02-10,Legs,14,77,4812.75,8.86
32568,190,2027-02-11,Push,10,105,6044.75,8.45
32569,190,2027-02-15,Pull,7,68,3342.75,8.43
32570,190,2027-02-17,Legs,12,64,3932.25,8.96
32571,190,2027-02-18,Push,10,115,6146.0,8.1
32572,190,2027-02-21,Pull,5,45,2172.5,8.6
32573,190,2027-02-23,Legs,7,40,2626.25,8.71
32574,190,2027-02-24,Push,14,139,7860.75,8.29
32575,190,2027-02-25,Pull,10,107,4659.75,7.95
32576,190,2027-03-01,Legs,14,107,6176.5,8.46
32577,190,2027-03-02,Push,8,69,4373.0,8.56
32579,190,2027-03-08,Legs,10,61,3998.0,8.78
32580,190,2027-03-09,Push,8,81,4635.5,8.31
32581,190,2027-03-10,Pull,5,52,2485.5,8.2
32582,190,2027-03-11,Legs,8,52,3589.5,8.81
32583,190,2027-03-14,Push,6,62,3441.0,8.25
32584,190,2027-03-15,Pull,7,68,2830.0,8.43
32585,190,2027-03-17,Legs,11,73,4732.5,8.95
32586,190,2027-03-18,Push,10,99,5596.25,8.25
32587,190,2027-03-22,Pull,5,47,2535.25,8.62
32588,190,2027-03-24,Legs,10,76,4921.25,8.55
32589,190,2027-03-25,Push,13,95,6032.75,8.81
32590,190,2027-03-29,Pull,9,99,5070.0,8.28
32591,190,2027-03-30,Legs,11,67,4404.75,8.8
32592,190,2027-03-31,Push,8,84,4803.0,8.5
32593,190,2027-04-01,Pull,7,89,4317.0,8.07
32594,190,2027-04-04,Legs,7,54,3444.0,8.5
32595,190,2027-04-06,Push,8,56,3557.75,8.69
32596,190,2027-04-08,Pull,7,78,3182.25,8.21
32597,190,2027-04-12,Legs,14,82,5551.0,8.88
32598,190,2027-04-13,Push,9,69,3714.0,8.28
32599,190,2027-04-14,Pull,5,52,2540.75,8.3
32600,190,2027-04-15,Legs,9,60,3636.0,8.88
32601,190,2027-04-19,Push,6,70,4237.25,8.4
32602,190,2027-04-20,Pull,5,52,2565.0,8.3
32603,190,2027-04-21,Legs,10,55,3554.75,8.75
32605,190,2027-04-26,Pull,10,109,4797.5,8.35
32606,190,2027-04-27,Legs,13,133,7988.5,8.42
32607,190,2027-04-28,Push,14,144,8926.25,8.57
32608,190,2027-04-29,Pull,8,80,3920.75,8.44
32609,190,2027-05-04,Legs,14,119,7609.25,8.43
32610,190,2027-05-06,Push,8,65,4009.5,8.62
32611,190,2027-05-09,Pull,6,61,2817.25,8.25
32612,190,2027-05-11,Legs,8,44,2980.75,8.67
32613,190,2027-05-12,Push,4,37,2156.25,8.62
32614,190,2027-05-13,Pull,6,63,3153.0,7.92
32615,190,2027-05-17,Legs,11,75,5082.75,8.64
32616,190,2027-05-18,Push,13,115,6623.0,8.69
32617,190,2027-05-19,Pull,14,124,6372.75,8.71
32618,190,2027-05-20,Legs,13,109,6597.0,8.5
32619,190,2027-05-24,Push,13,140,8206.25,8.27
32620,190,2027-05-25,Pull,10,137,5667.5,8.0
32621,190,2027-05-26,Legs,9,69,4371.0,8.61
32622,190,2027-05-27,Push,8,74,4408.5,8.38
32623,190,2027-05-31,Pull,8,74,3743.25,8.38
32624,190,2027-06-01,Legs,8,56,3703.75,8.69
32625,190,2027-06-02,Push,6,59,3489.5,8.5
32626,190,2027-06-04,Pull,6,58,2896.25,8.42
32628,190,2027-06-08,Push,9,89,5346.25,8.11
32629,190,2027-06-09,Pull,7,70,3572.25,8.43
32630,190,2027-06-11,Legs,15,122,8010.25,8.47
32631,190,2027-06-14,Push,14,126,7898.75,8.46
32633,190,2027-06-16,Legs,12,66,4635.0,8.82
32634,190,2027-06-18,Push,11,80,5070.0,8.68
32635,190,2027-06-21,Pull,7,75,3658.75,8.14
32636,190,2027-06-23,Legs,9,71,4874.25,8.67
32637,190,2027-06-24,Push,7,74,4479.75,8.36
32638,190,2027-06-28,Pull,10,107,5305.5,8.28
32639,190,2027-06-29,Legs,18,135,8880.25,8.68
32640,190,2027-06-30,Push,10,101,6312.0,8.45
32641,190,2027-07-01,Pull,4,44,2207.0,8.25
32642,190,2027-07-04,Legs,12,85,5822.0,8.33
32643,190,2027-07-06,Push,8,65,4325.0,8.64
32644,190,2027-07-07,Pull,4,51,2662.75,8.25
32645,190,2027-07-09,Legs,9,64,4035.5,8.5
32647,190,2027-07-13,Pull,7,77,3936.75,8.0
32648,190,2027-07-14,Legs,10,61,3851.5,8.55
32649,190,2027-07-15,Push,9,95,5635.5,8.5
32650,190,2027-07-19,Pull,7,54,2903.75,8.71
32651,190,2027-07-20,Legs,12,85,5459.5,8.58
32652,190,2027-07-21,Push,5,52,3350.25,8.2
32653,190,2027-07-22,Pull,7,70,3473.5,8.14
32654,190,2027-07-25,Legs,10,65,4487.5,8.7
32655,190,2027-07-27,Push,13,115,7109.5,8.31
32656,190,2027-07-28,Pull,9,92,4365.75,8.06
32657,190,2027-07-29,Legs,14,86,5920.5,8.54
32658,190,2027-08-02,Push,11,95,6038.25,8.64
32659,190,2027-08-03,Pull,5,49,2197.0,8.0
32660,190,2027-08-04,Legs,9,70,4844.25,8.94
32661,190,2027-08-09,Push,6,61,3902.0,8.33
32662,190,2027-08-12,Pull,7,64,3204.75,8.17
32663,190,2027-08-16,Legs,10,57,3882.75,8.9
32664,190,2027-08-18,Push,8,73,4526.75,8.5
32665,190,2027-08-19,Pull,5,58,2865.25,8.1
32666,190,2027-08-23,Legs,14,91,6025.75,8.57
32667,190,2027-08-24,Push,7,61,3840.0,8.5
32668,190,2027-08-25,Pull,6,61,3204.0,8.5
32669,190,2027-08-30,Legs,11,69,4739.5,8.55
32670,190,2027-08-31,Push,8,94,5821.5,8.12
32671,190,2027-09-01,Pull,5,49,2418.75,8.3
32672,190,2027-09-03,Legs,7,49,3194.0,8.71
32673,190,2027-09-06,Push,9,91,5341.0,8.22
32674,190,2027-09-07,Pull,7,61,3190.0,8.21
32675,190,2027-09-08,Legs,9,57,4100.75,9.0
32676,190,2027-09-09,Push,11,102,6561.0,8.55
32677,190,2027-09-13,Pull,9,101,5084.5,8.06
32678,190,2027-09-14,Legs,14,93,6134.5,8.79
32679,190,2027-09-17,Push,10,114,6615.75,8.28
32680,190,2027-09-21,Pull,8,76,4027.0,8.31
32681,190,2027-09-22,Legs,8,71,4042.75,8.31
32683,190,2027-09-28,Pull,5,52,2449.0,8.5
32684,190,2027-09-29,Legs,5,33,2328.5,8.8
32685,190,2027-09-30,Push,8,71,4572.0,8.5
32687,190,2027-10-06,Legs,9,64,4459.0,8.5
32688,190,2027-10-07,Push,16,142,9437.75,8.47
32689,190,2027-10-11,Pull,13,137,7233.5,8.27
32690,190,2027-10-12,Legs,12,119,7617.0,8.42
32691,190,2027-10-14,Push,7,61,3338.5,8.36
32692,191,2024-08-24,Legs,14,123,7551.0,8.62
32693,191,2024-08-25,Push,9,86,4475.25,8.17
32694,191,2024-08-26,Pull,8,55,2962.75,9.12
32695,191,2024-08-27,Legs,19,126,7333.0,9.06
32696,191,2024-08-29,Push,6,51,2174.75,8.25
32698,191,2024-08-31,Legs,6,37,1585.5,8.75
32699,191,2024-09-01,Push,5,51,2414.75,8.2
32700,191,2024-09-03,Pull,6,57,3024.25,8.5
32701,191,2024-09-04,Legs,9,85,4346.5,8.5
32702,191,2024-09-07,Push,12,89,4283.25,8.92
32703,191,2024-09-08,Pull,7,75,3792.75,8.14
32704,191,2024-09-10,Legs,10,79,4366.75,8.55
32705,191,2024-09-12,Push,6,69,2698.75,8.08
32707,191,2024-09-15,Legs,11,80,4581.75,9.0
32708,191,2024-09-17,Push,4,32,1580.25,8.75
32709,191,2024-09-18,Pull,5,50,2634.0,8.3
32710,191,2024-09-20,Legs,11,94,5450.25,9.25
32711,191,2024-09-22,Push,11,119,5367.0,8.82
32712,191,2024-09-23,Pull,8,93,4593.0,8.43
32713,191,2024-09-25,Legs,18,106,5791.75,8.78
32714,191,2024-09-28,Push,11,100,4221.25,8.85
32715,191,2024-09-30,Pull,11,80,4115.25,9.05
32716,191,2024-10-01,Legs,7,46,2539.25,8.5
32717,191,2024-10-02,Push,7,73,2728.5,8.5
32718,191,2024-10-05,Pull,6,73,3502.0,8.17
32719,191,2024-10-06,Legs,9,68,3848.75,8.67
32720,191,2024-10-07,Push,6,64,2623.5,8.25
32721,191,2024-10-08,Pull,7,70,3735.0,8.5
32722,191,2024-10-11,Legs,9,67,3311.0,8.78
32723,191,2024-10-12,Push,5,46,2143.75,8.1
32724,191,2024-10-15,Pull,3,35,1752.0,8.67
32725,191,2024-10-16,Legs,12,92,5366.0,8.92
32726,191,2024-10-18,Push,3,29,1329.25,8.5
32727,191,2024-10-19,Pull,5,59,3375.0,8.6
32728,191,2024-10-20,Legs,6,54,2913.25,8.67
32729,191,2024-10-21,Push,6,50,2279.0,9.2
32731,191,2024-10-24,Legs,9,80,4469.75,8.33
32732,191,2024-10-25,Push,6,56,2474.5,8.5
32733,191,2024-10-27,Pull,6,69,3532.25,8.42
32734,191,2024-10-29,Legs,16,124,6606.25,8.72
32735,191,2024-10-30,Push,5,51,2543.75,8.9
32736,191,2024-11-01,Pull,8,65,3661.5,8.5
32737,191,2024-11-02,Legs,10,77,4144.75,8.75
32738,191,2024-11-04,Push,4,44,2113.5,8.12
32739,191,2024-11-05,Pull,7,83,3996.75,8.36
32740,191,2024-11-06,Legs,9,81,4651.0,8.94
32741,191,2024-11-08,Push,8,60,2862.5,8.75
32742,191,2024-11-09,Pull,13,151,7464.5,8.46
32743,191,2024-11-10,Legs,16,97,5184.25,8.83
32744,191,2024-11-12,Push,11,102,4766.5,8.5
32745,191,2024-11-13,Pull,10,89,4549.75,8.45
32746,191,2024-11-15,Legs,7,47,2655.75,9.14
32747,191,2024-11-16,Push,6,69,2957.25,8.33
32749,191,2024-11-19,Legs,10,100,5244.0,8.55
32751,191,2024-11-22,Pull,6,67,3759.0,8.17
32752,191,2024-11-23,Legs,9,51,2814.5,8.67
32753,191,2024-11-24,Push,6,72,2667.75,8.58
32754,191,2024-11-25,Pull,6,56,3116.5,8.92
32755,191,2024-11-26,Legs,12,86,5204.5,8.88
32756,191,2024-11-27,Push,5,45,2075.25,8.5
32757,191,2024-11-29,Pull,5,60,3081.75,8.3
32758,191,2024-11-30,Legs,18,188,9566.0,8.32
32760,191,2024-12-03,Pull,9,117,5119.0,8.67
32761,191,2024-12-06,Legs,17,116,6445.75,9.21
32763,191,2024-12-08,Pull,8,82,4304.75,8.19
32765,191,2024-12-12,Push,13,130,6320.0,8.73
32766,191,2024-12-13,Pull,10,79,4335.5,8.5
32767,191,2024-12-15,Legs,9,64,3830.5,8.78
32768,191,2024-12-16,Push,7,52,2645.75,9.42
32769,191,2024-12-17,Pull,6,72,3712.5,8.58
32770,191,2024-12-18,Legs,9,87,4853.5,8.62
32772,191,2024-12-22,Pull,4,33,1837.0,9.25
32773,191,2024-12-23,Legs,10,85,5220.0,8.85
32774,191,2024-12-24,Push,5,37,1884.0,8.5
32775,191,2024-12-25,Pull,6,67,3592.0,8.9
32776,191,2024-12-26,Legs,17,133,7856.25,8.53
32777,191,2024-12-28,Push,10,95,4322.75,8.45
32778,191,2024-12-30,Pull,5,47,2613.25,8.6
32779,191,2025-01-01,Legs,10,64,3863.0,9.1
32780,191,2025-01-03,Push,6,65,3002.75,8.4
32781,191,2025-01-04,Pull,6,65,3275.25,7.92
32782,191,2025-01-05,Legs,8,63,3892.0,9.06
32783,191,2025-01-06,Push,3,36,1554.0,8.5
32784,191,2025-01-07,Pull,6,76,3989.25,8.25
32785,191,2025-01-08,Legs,8,62,3787.0,8.5
32786,191,2025-01-09,Push,6,59,2778.0,8.5
32787,191,2025-01-11,Pull,6,53,2870.0,8.67
32788,191,2025-01-12,Legs,7,66,3332.75,8.29
32789,191,2025-01-13,Push,5,53,2350.75,8.7
32790,191,2025-01-15,Pull,5,55,2667.75,8.4
32791,191,2025-01-18,Legs,18,100,6282.75,8.88
32792,191,2025-01-19,Push,13,119,5293.25,8.75
32794,191,2025-01-21,Legs,12,89,4997.5,8.83
32795,191,2025-01-23,Push,4,39,1637.25,8.38
32796,191,2025-01-24,Pull,5,43,2210.75,8.9
32797,191,2025-01-25,Legs,9,55,3310.0,8.61
32798,191,2025-01-26,Push,6,61,2925.25,8.92
32799,191,2025-01-29,Pull,5,52,2880.0,8.8
32801,191,2025-02-02,Push,12,140,6518.5,8.25
32802,191,2025-02-03,Pull,11,135,6804.75,8.14
32803,191,2025-02-04,Legs,17,114,7147.25,9.18
32804,191,2025-02-05,Push,8,82,3995.0,8.69
32805,191,2025-02-07,Pull,5,44,2427.75,8.6
32806,191,2025-02-08,Legs,8,53,3056.0,9.44
32807,191,2025-02-09,Push,6,62,3035.0,8.33
32808,191,2025-02-12,Pull,4,39,2187.5,8.25
32809,191,2025-02-14,Legs,11,78,4598.0,8.77
32810,191,2025-02-16,Push,7,90,4046.0,8.25
32811,191,2025-02-17,Pull,11,105,5671.5,8.68
32812,191,2025-02-18,Legs,17,88,5337.75,9.15
32813,191,2025-02-20,Push,5,57,2272.0,8.6
32814,191,2025-02-22,Pull,7,77,4069.25,8.07
32815,191,2025-02-23,Legs,11,92,5581.25,9.0
32817,191,2025-02-25,Pull,5,53,2911.5,8.4
32818,191,2025-02-26,Legs,11,76,4391.0,8.82
32820,191,2025-03-01,Pull,5,51,2790.75,8.8
32821,191,2025-03-02,Legs,9,65,4028.5,8.89
32822,191,2025-03-03,Push,5,53,2651.5,8.4
32823,191,2025-03-04,Pull,7,72,3772.25,8.67
32824,191,2025-03-05,Legs,11,85,5082.75,8.55
32825,191,2025-03-07,Push,6,62,2932.5,8.58
32827,191,2025-03-09,Legs,7,47,2870.5,8.83
32828,191,2025-03-10,Push,6,66,3167.5,8.5
32829,191,2025-03-11,Pull,6,63,3489.25,8.75
32830,191,2025-03-14,Legs,15,107,6350.0,8.82
32831,191,2025-03-15,Push,5,50,2665.0,8.25
32832,191,2025-03-16,Pull,6,65,3570.25,8.33
32833,191,2025-03-17,Legs,10,72,4552.5,8.8
32834,191,2025-03-18,Push,7,74,2686.5,8.5
32835,191,2025-03-21,Pull,5,42,2670.75,8.7
32836,191,2025-03-22,Legs,8,65,4014.5,8.57
32837,191,2025-03-23,Push,4,39,1965.0,8.38
32839,191,2025-03-25,Legs,11,103,6272.5,8.77
32841,191,2025-03-28,Pull,7,82,4628.75,8.43
32842,191,2025-03-29,Legs,8,56,3685.0,8.79
32843,191,2025-03-30,Push,5,50,2223.0,8.0
32844,191,2025-03-31,Pull,6,57,3288.5,8.75
32846,191,2025-04-03,Push,4,45,2094.25,8.38
32847,191,2025-04-05,Pull,7,86,4908.25,8.79
32848,191,2025-04-06,Legs,10,70,4453.25,8.4
32849,191,2025-04-07,Push,7,60,2706.25,8.5
32850,191,2025-04-08,Pull,9,68,4448.0,8.94
32851,191,2025-04-09,Legs,16,107,6723.75,8.91
32852,191,2025-04-11,Push,8,84,3627.75,8.38
32855,191,2025-04-14,Push,12,95,5037.0,8.83
32856,191,2025-04-15,Pull,4,38,2071.25,8.62
32857,191,2025-04-16,Legs,10,89,5437.25,8.6
32859,191,2025-04-20,Pull,7,83,4250.25,8.5
32861,191,2025-04-24,Push,4,47,2443.75,8.38
32862,191,2025-04-26,Pull,5,55,3162.25,8.5
32863,191,2025-04-28,Legs,13,111,7235.5,8.58
32864,191,2025-04-30,Push,5,46,2346.5,8.3
32865,191,2025-05-02,Pull,14,144,7745.25,8.32
32866,191,2025-05-03,Legs,13,118,6020.0,8.73
32868,191,2025-05-05,Pull,6,51,3219.25,9.08
32869,191,2025-05-07,Legs,15,102,5971.5,8.6
32870,191,2025-05-08,Push,11,152,6540.5,8.18
32871,191,2025-05-09,Pull,9,86,5035.75,8.67
32872,191,2025-05-11,Legs,17,123,7513.5,8.81
32873,191,2025-05-12,Push,12,135,6070.75,8.58
32874,191,2025-05-13,Pull,10,111,6174.25,8.33
32875,191,2025-05-16,Legs,8,38,2212.5,8.88
32876,191,2025-05-17,Push,4,41,1974.0,8.0
32877,191,2025-05-18,Pull,6,53,2930.25,8.5
32878,191,2025-05-19,Legs,10,59,3884.0,8.7
32879,191,2025-05-20,Push,8,91,3701.5,8.21
32880,191,2025-05-21,Pull,8,84,4560.0,7.88
32881,191,2025-05-23,Legs,8,52,3141.0,8.94
32882,191,2025-05-24,Push,6,60,3057.75,8.67
32883,191,2025-05-26,Pull,9,107,6051.5,8.17
32884,191,2025-05-27,Legs,10,67,4316.5,9.1
32886,191,2025-05-30,Pull,7,80,4689.0,8.36
32887,191,2025-05-31,Legs,9,81,5364.0,8.89
32888,191,2025-06-01,Push,6,49,2224.5,8.67
32889,191,2025-06-02,Pull,6,73,3928.75,8.58
32890,191,2025-06-03,Legs,9,67,3858.75,9.0
32891,191,2025-06-04,Push,6,59,2875.0,9.08
32892,191,2025-06-06,Pull,7,75,4616.0,8.5
32893,191,2025-06-08,Legs,15,154,9533.25,8.53
32894,191,2025-06-09,Push,10,118,5620.5,8.3
32895,191,2025-06-10,Pull,13,126,7317.0,8.58
32896,191,2025-06-11,Legs,13,94,4757.75,8.88
32897,191,2025-06-14,Push,8,92,4238.5,8.44
32898,191,2025-06-16,Pull,9,94,5375.25,8.62
32899,191,2025-06-17,Legs,15,107,6089.75,8.47
32900,191,2025-06-19,Push,9,78,4023.75,8.88
32901,191,2025-06-20,Pull,5,58,3044.0,8.3
32902,191,2025-06-21,Legs,13,103,6809.25,8.77
32903,191,2025-06-23,Push,7,68,3441.25,9.0
32904,191,2025-06-24,Pull,5,56,3266.25,9.3
32905,191,2025-06-25,Legs,8,50,3271.0,9.12
32906,191,2025-06-26,Push,4,41,2043.75,8.0
32907,191,2025-06-27,Pull,6,56,3315.0,8.17
